Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,1333949.75,222930.3125,947791.9375,50838.5,112388.75
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,1672293.25,249716.34375,1124586.5,49794.14453125,248196.484375
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,2245409.0,236033.1875,1523249.0,208847.1875,277279.65625
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,3818804.0,642645.125,2095984.0,199664.4375,880510.125
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,5700341.0,968078.0,2899025.0,538280.4375,1294957.625
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,11524400.0,1848073.125,8116173.0,614281.375,945872.125
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,17246336.0,1284818.25,13420906.0,770792.5,1769820.625
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,28279708.0,2254523.0,17065494.0,2636135.25,6323554.5
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,40410312.0,3095424.0,27013200.0,2390247.0,7911443.5
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,60643676.0,2029126.25,41280336.0,4788427.0,12545785.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,89378384.0,5709547.5,62353788.0,6005620.5,15309428.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,110098848.0,9244668.0,68955072.0,9693287.0,22205814.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,126565760.0,9663430.0,88082352.0,8099389.0,20720584.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,139370192.0,18072278.0,87765040.0,8921706.0,24611162.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,159789280.0,23880242.0,91038144.0,13779818.0,31091080.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,191058992.0,8927898.0,137142304.0,14656414.0,30332384.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,244216688.0,30156518.0,166640800.0,14241494.0,33177888.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,369799488.0,20396184.0,228922304.0,43035484.0,77445520.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,594508416.0,33855288.0,292164160.0,92667600.0,175821392.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,814049536.0,44709348.0,493204768.0,81909736.0,194225616.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,1101262848.0,109794272.0,638782784.0,115287160.0,237398624.0
