Snapshot,Time_Gyr,Redshift,ExpansionFactor,Mass_Msun,Mass_H_Msun,Mass_B_Msun,Mass_CD_Msun,Mass_WD_Msun
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
30.0,0.4217845366394565,10.919033198155363,0.08389942232519026,499654.9375,499654.9375,0.0,0.0,0.0
31.0,0.4528384166734556,10.367443572408746,0.08797052684978504,6852396.0,1609096.5,3928263.25,392954.78125,922081.875
32.0,0.48617612343955924,9.841380439471834,0.09223917614394847,10187472.0,2421813.75,5600303.0,604458.3125,1560898.25
33.0,0.5182708119307342,9.388771271940549,0.09625777426642748,13968661.0,2550379.75,8427026.0,1136877.5,1854377.625
34.0,0.5564188833159369,8.907999185598532,0.1009285508878038,17940160.0,3752420.0,10871804.0,1195113.75,2120821.25
35.0,0.5973702376945801,8.449476294368743,0.10582597054568338,14567543.0,1862049.125,9651155.0,677205.625,2377133.75
36.0,0.6413297674084788,8.012172948865935,0.11096103078290759,20170676.0,2499118.0,13736794.0,992578.8125,2942185.75
37.0,0.6885170787669509,7.5951071498715965,0.11634526278301709,31702926.0,4253155.0,20588918.0,1901051.5,4959800.5
38.0,0.7339395587876801,7.23627606616736,0.1214140944240273,50508620.0,6116529.5,36700484.0,2986139.0,4705469.5
39.0,0.787921774026992,6.855117262650799,0.12730554701643482,57839632.0,12508586.0,27904382.0,5669672.5,11756992.0
40.0,0.8458612530579325,6.491597745667503,0.1334828742744916,98641584.0,18720354.0,52177240.0,8578628.0,19165356.0
41.0,0.9080449696290195,6.144901203416368,0.13995994787469493,114906496.0,18432434.0,63299784.0,11254230.0,21920056.0
42.0,0.9678924784861273,5.846613747881867,0.14605760406878063,130507808.0,23224316.0,73415632.0,9637105.0,24230752.0
43.0,1.0390037466243902,5.5297658079491026,0.15314484920464314,160951600.0,17015048.0,101068144.0,12694555.0,30173858.0
44.0,1.115309430693374,5.227580973127337,0.1605759932010687,216368576.0,14884070.0,127432128.0,25446352.0,48606024.0
45.0,1.197181863756146,4.939380663491011,0.1683677232791182,336623104.0,63221504.0,162496016.0,39158488.0,71747104.0
46.0,1.2850184010331818,4.664517702470927,0.1765375363843931,571835264.0,38505592.0,311401568.0,88487048.0,133441056.0
47.0,1.3695201902147043,4.428033736605549,0.18422877390319162,969470720.0,92436080.0,308283520.0,231842064.0,336909056.0
48.0,1.469878490582777,4.176834914726472,0.19316822276007173,1234243072.0,187812672.0,578074048.0,149665344.0,318691008.0
49.0,1.577506484958674,3.9372610847275835,0.20254144612552438,1630479360.0,287460960.0,654369216.0,256409424.0,432239680.0
50.0,1.6929110344480442,3.7087742646422353,0.21236949231329916,2083682816.0,459192160.0,885047680.0,278213696.0,461229248.0
